
╔════════════════════════════════════════════════════════════╗
║  SEC Crypto ETF Tracker Server                             ║
║  ──────────────────────────────────────────────────────── ║
[Request] GET /api/sync-progress
[Request] GET /api/sync-progress
[Request] GET /api/sync-progress
[Request] GET /api/sync-progress
[Request] GET /api/sync-progress
[Request] GET /api/sync-progress
[Request] GET /api/sync-progress
[Request] GET /api/sync-progress
[Request] GET /api/sync-progress
[Request] GET /api/sync-progress
[Request] GET /api/sync-progress
[Request] GET /api/sync-progress
[Request] GET /api/sync-progress
[Request] GET /api/sync-progress
[Request] GET /api/sync-progress
[Request] GET /api/sync-progress
[Request] GET /api/sync-progress
[Request] GET /api/sync-progress
[Request] GET /api/sync-progress
[Request] GET /api/sync-progress
[Request] GET /api/sync-progress
[Request] GET /api/sync-progress
[Request] GET /api/sync-progress
[Request] GET /api/sync-progress
[Request] GET /api/sync-progress
[Request] GET /api/sync-progress
[Request] GET /api/sync-progress
[Request] GET /api/sync-progress
[Request] GET /api/sync-progress
[Request] GET /api/sync-progress
[Request] GET /api/sync-progress
[Request] GET /api/sync-progress
[Request] GET /api/sync-progress
[Request] GET /api/sync-progress
[Request] GET /api/sync-progress
[Request] GET /api/sync-progress
[Request] GET /api/sync-progress
[Request] GET /api/sync-progress
[Request] GET /api/sync-progress
[Request] GET /api/sync-progress
[Request] GET /api/sync-progress
[Request] GET /api/sync-progress
[Request] GET /api/sync-progress
[Request] GET /api/sync-progress
[Request] GET /api/sync-progress
[Request] GET /api/sync-progress
[Request] GET /api/sync-progress
[Request] GET /api/sync-progress
[Request] GET /api/sync-progress
[Request] GET /api/sync-progress
[Request] GET /api/sync-progress
[Request] GET /api/sync-progress
[Request] GET /api/sync-progress
[Request] GET /api/sync-progress
[Request] GET /api/sync-progress
[Request] GET /api/sync-progress
[Request] GET /api/sync-progress
[Request] GET /api/sync-progress
[Request] GET /api/sync-progress
[Request] GET /api/sync-progress
[Request] GET /api/sync-progress
[Request] GET /api/sync-progress
[Request] GET /api/sync-progress
[Request] GET /api/sync-progress
[Request] GET /api/sync-progress
[Request] GET /api/sync-progress
[Request] GET /api/sync-progress
[Request] GET /api/sync-progress
[Request] GET /api/sync-progress
[Request] GET /api/sync-progress
[Request] GET /api/sync-progress
[Request] GET /api/sync-progress
[Request] GET /api/sync-progress
[Request] GET /api/sync-progress
[Request] GET /api/sync-progress
[Request] GET /api/sync-progress
[Request] GET /api/sync-progress
[Request] GET /api/sync-progress
[Request] GET /api/sync-progress
[Request] GET /api/sync-progress
[Request] GET /api/sync-progress
[Request] GET /api/sync-progress
[Request] GET /api/sync-progress
[Request] GET /api/sync-progress
[Request] GET /api/sync-progress
[Request] GET /api/sync-progress
[Request] GET /api/sync-progress
[Request] GET /api/sync-progress
[Request] GET /api/sync-progress
[Request] GET /api/sync-progress
[Request] GET /api/sync-progress
[Request] GET /api/sync-progress
[Request] GET /
[Request] GET /styles.css
[Request] GET /app.js
[Request] GET /api/all-etf-applications
[Request] GET /api/sync-progress
[Request] GET /api/sync-progress
[Request] GET /api/sync-progress
[Request] GET /api/sync-progress
[Request] GET /api/sync-progress
[Request] GET /api/sync-progress
[Request] GET /api/sync-progress
[Request] GET /api/sync-progress
[Request] GET /api/sync-progress
[Request] GET /api/sync-progress
[Request] GET /api/sync-progress
[Request] GET /api/sync-progress
[Request] GET /api/sync-progress
[Request] GET /api/sync-progress
[Request] GET /api/sync-progress
[Request] GET /api/sync-progress
[Request] GET /api/sync-progress
[Request] GET /api/sync-progress
[Request] GET /api/sync-progress
[Request] GET /api/sync-progress
[Request] GET /api/sync-progress
[Request] GET /api/sync-progress
[Request] GET /api/sync-progress
[Request] GET /api/sync-progress
[Request] GET /api/sync-progress
[Request] GET /api/sync-progress
[Request] GET /api/sync-progress
[Request] GET /api/sync-progress
[Request] GET /api/sync-progress
[Request] GET /api/sync-progress
[Request] GET /api/sync-progress
[Request] GET /api/sync-progress
[Request] GET /api/sync-progress
[Request] GET /api/sync-progress
[Request] GET /api/sync-progress
[Request] GET /api/sync-progress
[Request] GET /api/sync-progress
[Request] GET /api/sync-progress
[Request] GET /api/sync-progress
[Request] GET /api/sync-progress
[Request] GET /api/sync-progress
[Request] GET /api/sync-progress
[Request] GET /api/sync-progress
[Request] GET /api/sync-progress
[Request] GET /api/sync-progress
[Request] GET /api/sync-progress
[Request] GET /api/sync-progress
[Request] GET /api/sync-progress
[Request] GET /api/sync-progress
[Request] GET /api/sync-progress
[Request] GET /api/sync-progress
[Request] GET /api/sync-progress
[Request] GET /api/sync-progress
[Request] GET /api/sync-progress
[Request] GET /api/sync-progress
[Request] GET /api/sync-progress
[Request] GET /api/sync-progress
[Request] GET /api/sync-progress
[Request] GET /api/sync-progress
[Request] GET /api/sync-progress
[Request] GET /api/sync-progress
[Request] GET /api/sync-progress
[Request] GET /
[Request] GET /styles.css
[Request] GET /app.js
[Request] GET /api/all-etf-applications
[Request] GET /api/sync-progress
[Request] GET /api/sync-progress
[Request] GET /api/sync-progress
[Request] GET /api/sync-progress
[Request] GET /api/sync-progress
[Request] GET /api/sync-progress
[Request] GET /api/sync-progress
[Request] GET /api/sync-progress
[Request] GET /api/sync-progress
[Request] GET /api/sync-progress
[Request] GET /api/sync-progress
[Request] GET /api/sync-progress
[Request] GET /api/sync-progress
[Request] GET /api/sync-progress
[Request] GET /api/sync-progress
[Request] GET /api/sync-progress
[Request] GET /api/sync-progress
[Request] GET /api/sync-progress
[Request] GET /api/sync-progress
[Request] GET /api/sync-progress
[Request] GET /api/sync-progress
[Request] GET /api/sync-progress
[Request] GET /api/sync-progress
[Request] GET /api/sync-progress
[Request] GET /api/sync-progress
[Request] GET /api/sync-progress
[Request] GET /api/sync-progress
[Request] GET /api/sync-progress
[Request] GET /api/sync-progress
[Request] GET /api/sync-progress
[Request] GET /api/sync-progress
[Request] GET /api/sync-progress
[Request] GET /api/sync-progress
[Request] GET /api/sync-progress
[Request] GET /api/sync-progress
[Request] GET /api/sync-progress
[Request] GET /api/sync-progress
[Request] GET /api/sync-progress
[Request] GET /api/sync-progress
[Request] GET /api/sync-progress
[Request] GET /api/sync-progress
[Request] GET /api/sync-progress
[Request] GET /api/sync-progress
[Request] GET /api/sync-progress
[Request] GET /api/sync-progress
[Request] GET /api/sync-progress
[Request] GET /api/sync-progress
[Request] GET /api/sync-progress
[Request] GET /api/sync-progress
[Request] GET /api/sync-progress
[Request] GET /api/sync-progress
[Request] GET /api/sync-progress
[Request] GET /api/sync-progress
[Request] GET /api/sync-progress
[Request] GET /api/sync-progress
[Request] GET /api/sync-progress
[Request] GET /api/sync-progress
[Request] GET /api/sync-progress
[Request] GET /api/sync-progress
[Request] GET /api/sync-progress
[Request] GET /api/sync-progress
[Request] GET /api/sync-progress
[Request] GET /api/sync-progress
[Request] GET /api/sync-progress
[Request] GET /api/sync-progress
[Request] GET /api/sync-progress
[Request] GET /api/sync-progress
[Request] GET /api/sync-progress
[Request] GET /api/sync-progress
[Request] GET /api/sync-progress
[Request] GET /api/sync-progress
[Request] GET /api/sync-progress
[Request] GET /api/sync-progress
[Request] GET /api/sync-progress
[Request] GET /api/sync-progress
[Request] GET /api/sync-progress
[Request] GET /api/sync-progress
[Request] GET /api/sync-progress
[Request] GET /api/sync-progress
[Request] GET /api/sync-progress
[Request] GET /api/sync-progress
[Request] GET /api/sync-progress
[Request] GET /api/sync-progress
[Request] GET /api/sync-progress
[Request] GET /api/sync-progress
[Request] GET /api/sync-progress
[Request] GET /api/sync-progress
[Request] GET /api/sync-progress
[Request] GET /api/sync-progress
[Request] GET /api/sync-progress
[Request] GET /api/sync-progress
[Request] GET /api/sync-progress
[Request] GET /api/sync-progress
[Request] GET /api/sync-progress
[Request] GET /api/sync-progress
[Request] GET /api/sync-progress
[Request] GET /api/sync-progress
[Request] GET /api/sync-progress
[Request] GET /api/sync-progress
[Request] GET /api/sync-progress
[Request] GET /api/sync-progress
[Request] GET /api/sync-progress
[Request] GET /api/sync-progress
[Request] GET /api/sync-progress
[Request] GET /api/sync-progress
[Request] GET /api/sync-progress
[Request] GET /api/sync-progress
[Request] GET /api/sync-progress
[Request] GET /api/sync-progress
[Request] GET /api/sync-progress
[Request] GET /api/sync-progress
[Request] GET /api/sync-progress
[Request] GET /api/sync-progress
[Request] GET /api/sync-progress
[Request] GET /api/sync-progress
[Request] GET /api/sync-progress
[Request] GET /api/sync-progress
[Request] GET /api/sync-progress
[Request] GET /api/sync-progress
[Request] GET /api/sync-progress
[Request] GET /api/sync-progress
[Request] GET /api/sync-progress
[Request] GET /api/sync-progress
[Request] GET /api/sync-progress
[Request] GET /api/sync-progress
[Request] GET /api/sync-progress
[Request] GET /api/sync-progress
[Request] GET /api/sync-progress
[Request] GET /api/sync-progress
[Request] GET /api/sync-progress
[Request] GET /api/sync-progress
[Request] GET /api/sync-progress
[Request] GET /api/sync-progress
[Request] GET /api/sync-progress
[Request] GET /api/sync-progress
[Request] GET /api/sync-progress
[Request] GET /api/sync-progress
[Request] GET /api/sync-progress
[Request] GET /api/sync-progress
[Request] GET /api/sync-progress
[Request] GET /api/sync-progress
[Request] GET /api/sync-progress
[Request] GET /api/sync-progress
[Request] GET /api/sync-progress
[Request] GET /api/sync-progress
[Request] GET /api/sync-progress
[Request] GET /api/sync-progress
[Request] GET /api/sync-progress
[Request] GET /api/sync-progress
[Request] GET /api/sync-progress
[Request] GET /api/sync-progress
[Request] GET /api/sync-progress
[Request] GET /api/sync-progress
[Request] GET /api/sync-progress
[Request] GET /api/sync-progress
[Request] GET /api/sync-progress
[Request] GET /api/sync-progress
[Request] GET /api/sync-progress
[Request] GET /api/sync-progress
[Request] GET /api/sync-progress
[Request] GET /api/sync-progress
[Request] GET /api/sync-progress
[Request] GET /api/sync-progress
[Request] GET /api/sync-progress
[Request] GET /api/sync-progress
[Request] GET /api/sync-progress
[Request] GET /
[Request] GET /styles.css
[Request] GET /app.js
[Request] GET /api/all-etf-applications
[Request] GET /api/sync-progress
[Request] GET /api/sync-progress
[Request] GET /api/sync-progress
[Request] GET /api/sync-progress
[Request] GET /api/sync-progress
[Request] GET /api/sync-progress
[Request] GET /api/sync-progress
[Request] GET /api/sync-progress
[Request] GET /api/sync-progress
[Request] GET /api/sync-progress
[Request] GET /api/sync-progress
[Request] GET /api/sync-progress
[Request] GET /api/sync-progress
[Request] GET /api/sync-progress
[Request] GET /api/sync-progress
[Request] GET /api/sync-progress
[Request] GET /api/sync-progress
[Request] GET /api/sync-progress
[Request] GET /api/sync-progress
[Request] GET /api/sync-progress
[Request] GET /api/sync-progress
[Request] GET /api/sync-progress
[Request] GET /api/sync-progress
[Request] GET /api/sync-progress
[Request] GET /api/sync-progress
[Request] GET /api/sync-progress
[Request] GET /api/sync-progress
[Request] GET /api/sync-progress
[Request] GET /api/sync-progress
[Request] GET /api/sync-progress
[Request] GET /api/sync-progress
[Request] GET /api/sync-progress
[Request] GET /api/sync-progress
[Request] GET /api/sync-progress
[Request] GET /api/sync-progress
[Request] GET /api/sync-progress
[Request] GET /api/sync-progress
[Request] GET /api/sync-progress
[Request] GET /api/sync-progress
[Request] GET /api/sync-progress
[Request] GET /api/sync-progress
[Request] GET /api/sync-progress
[Request] GET /api/sync-progress
[Request] GET /api/sync-progress
[Request] GET /api/sync-progress
[Request] GET /api/sync-progress
[Request] GET /api/sync-progress
[Request] GET /api/sync-progress
[Request] GET /api/sync-progress
[Request] GET /api/sync-progress
[Request] GET /api/sync-progress
[Request] GET /api/sync-progress
[Request] GET /api/sync-progress
[Request] GET /api/sync-progress
[Request] GET /api/sync-progress
[Request] GET /api/sync-progress
[Request] GET /api/sync-progress
[Request] GET /api/sync-progress
[Request] GET /api/sync-progress
[Request] GET /api/sync-progress
[Request] GET /api/sync-progress
[Request] GET /api/sync-progress
[Request] GET /api/sync-progress
[Request] GET /api/sync-progress
[Request] GET /api/sync-progress
[Request] GET /api/sync-progress
[Request] GET /api/sync-progress
[Request] GET /api/sync-progress
[Request] GET /api/sync-progress
[Request] GET /api/sync-progress
[Request] GET /api/sync-progress
[Request] GET /api/sync-progress
[Request] GET /api/sync-progress
[Request] GET /api/sync-progress
[Request] GET /api/sync-progress
[Request] GET /api/sync-progress
[Request] GET /api/sync-progress
[Request] GET /api/sync-progress
[Request] GET /api/sync-progress
[Request] GET /api/sync-progress
[Request] GET /api/sync-progress
[Request] GET /api/sync-progress
🔄 Starting background sync...
[Request] GET /api/sync-progress
[Request] GET /api/sync-progress
[Request] GET /api/sync-progress
[Request] GET /api/sync-progress
[Request] GET /api/sync-progress
[Request] GET /api/sync-progress
[Request] GET /api/sync-progress
[Request] GET /api/sync-progress
[Request] GET /api/sync-progress
✅ Background sync complete. Known: 49, Discovered: 7
[Request] GET /api/sync-progress
[Request] GET /api/all-etf-applications
[Request] GET /api/sync-progress
[Request] GET /api/all-etf-applications
[Request] GET /api/sync-progress
[Request] GET /api/all-etf-applications
[Request] GET /api/sync-progress
[Request] GET /api/sync-progress
[Request] GET /api/sync-progress
[Request] GET /api/sync-progress
[Request] GET /api/sync-progress
[Request] GET /api/sync-progress
[Request] GET /api/sync-progress
[Request] GET /api/sync-progress
[Request] GET /api/sync-progress
[Request] GET /api/sync-progress
[Request] GET /api/sync-progress
[Request] GET /api/sync-progress
[Request] GET /api/sync-progress
[Request] GET /api/sync-progress
[Request] GET /api/sync-progress
[Request] GET /api/sync-progress
[Request] GET /api/sync-progress
[Request] GET /api/sync-progress
[Request] GET /api/sync-progress
[Request] GET /api/sync-progress
[Request] GET /api/sync-progress
[Request] GET /api/sync-progress
[Request] GET /api/sync-progress
[Request] GET /api/sync-progress
[Request] GET /api/sync-progress
[Request] GET /api/sync-progress
[Request] GET /api/sync-progress
[Request] GET /api/sync-progress
[Request] GET /api/sync-progress
[Request] GET /api/sync-progress
[Request] GET /api/sync-progress
[Request] GET /api/all-etf-applications
[Request] GET /api/sync-progress
[Request] GET /api/sync-progress
[Request] GET /api/sync-progress
[Request] GET /api/sync-progress
[Request] GET /api/sync-progress
[Request] GET /api/sync-progress
[Request] GET /api/sync-progress
[Request] GET /api/sync-progress
[Request] GET /api/sync-progress
[Request] GET /api/sync-progress
[Request] GET /api/sync-progress
[Request] GET /api/sync-progress
[Request] GET /api/sync-progress
[Request] GET /api/sync-progress
[Request] GET /api/sync-progress
[Request] GET /api/sync-progress
[Request] GET /api/sync-progress
[Request] GET /api/sync-progress
[Request] GET /api/sync-progress
[Request] GET /api/sync-progress
[Request] GET /api/sync-progress
[Request] GET /api/sync-progress
[Request] GET /api/sync-progress
[Request] GET /api/sync-progress
[Request] GET /api/sync-progress
[Request] GET /api/sync-progress
[Request] GET /api/sync-progress
[Request] GET /api/sync-progress
[Request] GET /api/sync-progress
[Request] GET /api/sync-progress
[Request] GET /api/sync-progress
[Request] GET /api/sync-progress
[Request] GET /api/sync-progress
[Request] GET /api/sync-progress
[Request] GET /api/sync-progress
[Request] GET /api/sync-progress
[Request] GET /api/sync-progress
[Request] GET /api/sync-progress
[Request] GET /api/sync-progress
[Request] GET /api/sync-progress
[Request] GET /api/sync-progress
[Request] GET /api/sync-progress
[Request] GET /api/sync-progress
[Request] GET /api/sync-progress
[Request] GET /api/sync-progress
[Request] GET /api/sync-progress
[Request] GET /api/sync-progress
[Request] GET /api/sync-progress
[Request] GET /api/sync-progress
[Request] GET /api/sync-progress
[Request] GET /api/sync-progress
[Request] GET /api/sync-progress
[Request] GET /api/sync-progress
[Request] GET /api/sync-progress
[Request] GET /api/sync-progress
[Request] GET /api/sync-progress
[Request] GET /api/sync-progress
[Request] GET /api/sync-progress
[Request] GET /api/sync-progress
[Request] GET /api/sync-progress
[Request] GET /api/sync-progress
[Request] GET /api/sync-progress
[Request] GET /api/sync-progress
[Request] GET /api/sync-progress
[Request] GET /api/sync-progress
[Request] GET /api/sync-progress
[Request] GET /api/sync-progress
[Request] GET /api/sync-progress
[Request] GET /api/sync-progress
[Request] GET /api/sync-progress
[Request] GET /api/sync-progress
[Request] GET /api/sync-progress
[Request] GET /api/sync-progress
[Request] GET /api/sync-progress
[Request] GET /api/sync-progress
[Request] GET /api/sync-progress
[Request] GET /api/sync-progress
[Request] GET /api/sync-progress
[Request] GET /api/sync-progress
[Request] GET /api/sync-progress
[Request] GET /api/sync-progress
[Request] GET /api/sync-progress
[Request] GET /api/sync-progress
[Request] GET /api/sync-progress
[Request] GET /api/sync-progress
[Request] GET /api/sync-progress
[Request] GET /api/sync-progress
[Request] GET /api/sync-progress
[Request] GET /api/sync-progress
[Request] GET /api/sync-progress
[Request] GET /api/sync-progress
[Request] GET /api/sync-progress
[Request] GET /api/sync-progress
[Request] GET /api/sync-progress
[Request] GET /api/sync-progress
[Request] GET /api/sync-progress
[Request] GET /api/sync-progress
[Request] GET /api/sync-progress
[Request] GET /api/sync-progress
[Request] GET /api/sync-progress
[Request] GET /api/sync-progress
[Request] GET /api/sync-progress
[Request] GET /api/sync-progress
[Request] GET /api/sync-progress
[Request] GET /api/sync-progress
[Request] GET /api/sync-progress
[Request] GET /api/sync-progress
[Request] GET /api/sync-progress
[Request] GET /api/sync-progress
[Request] GET /api/sync-progress
[Request] GET /api/sync-progress
[Request] GET /api/sync-progress
[Request] GET /api/sync-progress
[Request] GET /api/sync-progress
[Request] GET /api/sync-progress
[Request] GET /api/sync-progress
[Request] GET /api/sync-progress
[Request] GET /api/sync-progress
[Request] GET /api/sync-progress
[Request] GET /api/sync-progress
[Request] GET /api/sync-progress
[Request] GET /api/sync-progress
[Request] GET /api/sync-progress
[Request] GET /api/sync-progress
[Request] GET /api/sync-progress
[Request] GET /api/sync-progress
[Request] GET /api/sync-progress
[Request] GET /api/sync-progress
[Request] GET /api/sync-progress
[Request] GET /api/sync-progress
[Request] GET /api/sync-progress
[Request] GET /api/sync-progress
[Request] GET /api/sync-progress
[Request] GET /api/sync-progress
[Request] GET /api/sync-progress
[Request] GET /api/sync-progress
[Request] GET /api/sync-progress
[Request] GET /api/sync-progress
[Request] GET /api/sync-progress
[Request] GET /api/sync-progress
[Request] GET /api/sync-progress
[Request] GET /api/sync-progress
[Request] GET /api/sync-progress
[Request] GET /api/sync-progress
[Request] GET /api/sync-progress
[Request] GET /api/sync-progress
[Request] GET /api/sync-progress
[Request] GET /api/sync-progress
[Request] GET /api/sync-progress
[Request] GET /api/sync-progress
[Request] GET /api/sync-progress
[Request] GET /api/sync-progress
[Request] GET /api/sync-progress
[Request] GET /api/sync-progress
[Request] GET /api/sync-progress
[Request] GET /api/sync-progress
[Request] GET /api/sync-progress
[Request] GET /api/sync-progress
[Request] GET /api/sync-progress
[Request] GET /api/sync-progress
[Request] GET /api/sync-progress
[Request] GET /api/sync-progress
[Request] GET /api/sync-progress
[Request] GET /api/sync-progress
[Request] GET /api/sync-progress
[Request] GET /api/sync-progress
[Request] GET /api/sync-progress
[Request] GET /api/sync-progress
[Request] GET /api/sync-progress
[Request] GET /api/sync-progress
[Request] GET /api/sync-progress
[Request] GET /api/sync-progress
[Request] GET /api/sync-progress
[Request] GET /api/sync-progress
[Request] GET /api/sync-progress
[Request] GET /api/sync-progress
[Request] GET /api/sync-progress
[Request] GET /api/sync-progress
[Request] GET /api/sync-progress
[Request] GET /api/sync-progress
[Request] GET /api/sync-progress
[Request] GET /api/sync-progress
[Request] GET /api/sync-progress
[Request] GET /api/sync-progress
[Request] GET /api/sync-progress
[Request] GET /api/sync-progress
[Request] GET /api/sync-progress
[Request] GET /api/sync-progress
[Request] GET /api/sync-progress
[Request] GET /api/sync-progress
[Request] GET /api/sync-progress
[Request] GET /api/sync-progress
[Request] GET /
[Request] GET /styles.css
[Request] GET /app.js
[Request] GET /api/all-etf-applications
[Request] GET /api/sync-progress
[Request] GET /api/sync-progress
[Request] GET /api/sync-progress
[Request] GET /api/sync-progress
[Request] GET /api/sync-progress
[Request] GET /api/sync-progress
[Request] GET /api/sync-progress
[Request] GET /api/sync-progress
[Request] GET /api/sync-progress
[Request] GET /api/sync-progress
[Request] GET /api/sync-progress
[Request] GET /api/sync-progress
[Request] GET /api/sync-progress
[Request] GET /api/sync-progress
[Request] GET /api/sync-progress
[Request] GET /api/sync-progress
[Request] GET /api/sync-progress
[Request] GET /api/sync-progress
[Request] GET /api/sync-progress
[Request] GET /api/sync-progress
[Request] GET /api/sync-progress
[Request] GET /
[Request] GET /styles.css
[Request] GET /app.js
[Request] GET /api/sync-progress
[Request] GET /api/all-etf-applications
[Request] GET /api/sync-progress
[Request] GET /api/sync-progress
[Request] GET /api/sync-progress
[Request] GET /api/sync-progress
[Request] GET /api/sync-progress
[Request] GET /api/sync-progress
[Request] GET /api/sync-progress
[Request] GET /api/sync-progress
[Request] GET /api/sync-progress
[Request] GET /api/sync-progress
[Request] GET /api/sync-progress
[Request] GET /api/all-etf-applications
[Request] GET /api/sync-progress
[Request] GET /api/sync-progress
[Request] GET /api/sync-progress
[Request] GET /api/sync-progress
[Request] GET /api/sync-progress
[Request] GET /api/sync-progress
[Request] GET /api/sync-progress
[Request] GET /api/sync-progress
[Request] GET /api/sync-progress
[Request] GET /api/sync-progress
[Request] GET /api/sync-progress
[Request] GET /api/sync-progress
[Request] GET /api/sync-progress
[Request] GET /api/sync-progress
[Request] GET /api/sync-progress
[Request] GET /api/sync-progress
[Request] GET /api/sync-progress
[Request] GET /api/sync-progress
[Request] GET /api/sync-progress
[Request] GET /api/sync-progress
[Request] GET /api/sync-progress
[Request] GET /api/sync-progress
[Request] GET /api/sync-progress
[Request] GET /api/sync-progress
[Request] GET /api/sync-progress
[Request] GET /api/sync-progress
[Request] GET /api/sync-progress
[Request] GET /api/sync-progress
[Request] GET /api/sync-progress
[Request] GET /api/sync-progress
[Request] GET /api/sync-progress
[Request] GET /api/sync-progress
[Request] GET /api/sync-progress
[Request] GET /api/sync-progress
[Request] GET /api/sync-progress
[Request] GET /api/sync-progress
[Request] GET /api/sync-progress
[Request] GET /api/sync-progress
[Request] GET /api/sync-progress
[Request] GET /api/sync-progress
[Request] GET /api/sync-progress
[Request] GET /api/sync-progress
[Request] GET /api/sync-progress
[Request] GET /api/sync-progress
[Request] GET /api/sync-progress
[Request] GET /api/sync-progress
[Request] GET /api/sync-progress
[Request] GET /api/sync-progress
[Request] GET /api/sync-progress
[Request] GET /api/sync-progress
[Request] GET /api/sync-progress
[Request] GET /api/sync-progress
[Request] GET /api/sync-progress
[Request] GET /api/sync-progress
[Request] GET /api/sync-progress
[Request] GET /api/sync-progress
[Request] GET /api/sync-progress
[Request] GET /api/sync-progress
[Request] GET /api/sync-progress
[Request] GET /api/sync-progress
[Request] GET /api/sync-progress
[Request] GET /api/sync-progress
[Request] GET /api/sync-progress
[Request] GET /api/sync-progress
[Request] GET /api/sync-progress
[Request] GET /api/sync-progress
[Request] GET /api/sync-progress
[Request] GET /api/sync-progress
[Request] GET /api/sync-progress
[Request] GET /api/sync-progress
